target_url,title,status_code,crawl_depth,exported_total_inlinks,exported_unique_inlinks,reported_total_inlinks,reported_unique_inlinks,inlinks_file
"https://mgtfilms.com/","America's #1 Window Tint and Tinting Installation","200","0","2074","286","2074","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com.csv"
"https://mgtfilms.com/blog/","Window Tinting Blogs | MGT Window Solutions","200","1","868","286","868","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_blog.csv"
"https://mgtfilms.com/commercial-window-tinting/","Commercial Window Film & Tinting | MGT Glass Solutions","200","1","954","286","954","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_commercial_window_tinting.csv"
"https://mgtfilms.com/contact-mgt-films/","Contact MGT Films - Find Your Local Business Today","200","1","1972","286","1972","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_contact_mgt_films.csv"
"https://mgtfilms.com/locations/","Locations - MGT Films","200","1","1155","286","1155","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations.csv"
"https://mgtfilms.com/locations/baton-rouge/","Commercial & Residential Window Tinting in Baton Rouge, LA","200","1","871","286","871","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_baton_rouge.csv"
"https://mgtfilms.com/locations/central-il/","Professional Window Film Installation in Central IL","200","1","871","286","871","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_central_il.csv"
"https://mgtfilms.com/locations/chicago/","Commercial & Residential Window Tinting in Chicago | MGT Glass Solutions","200","1","875","286","875","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_chicago.csv"
"https://mgtfilms.com/locations/jackson-ms/","Commercial & Residential Window Tinting in Jackson, MS","200","1","871","286","871","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_jackson_ms.csv"
"https://mgtfilms.com/locations/madison/","Commercial & Residential Window Tinting in Madison, WI","200","1","871","286","871","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_madison.csv"
"https://mgtfilms.com/locations/milwaukee/","Location - Milwaukee - MGT Films","200","1","872","286","872","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_milwaukee.csv"
"https://mgtfilms.com/locations/new-orleans/","Commercial & Residential Window Tinting in New Orleans","200","1","876","286","876","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_locations_new_orleans.csv"
"https://mgtfilms.com/our-services/3m-resources/","3M Resources For Commercial and Residential Films - MGT Films","200","1","869","286","869","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_our_services_3m_resources.csv"
"https://mgtfilms.com/privacy-policy/","Privacy Policy - MGT Films","200","1","296","286","296","286","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\mgtfilms.com-sitewide\inlinks\mgtfilms_com_privacy_policy.csv"
