target_url,title,status_code,crawl_depth,exported_total_inlinks,exported_unique_inlinks,reported_total_inlinks,reported_unique_inlinks,inlinks_file
"https://michgc.com/","Window Tinting Michigan | Michigan Glass Coatings","200","0","1022","350","1022","350","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com.csv"
"http://michgc.com/","","301","1","367","332","367","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com.csv"
"https://michgc.com/about-us/","About Michigan Glass Coatings in Detroit, Michigan","200","1","668","332","668","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_about_us.csv"
"https://michgc.com/blog/","Window Tinting News and Information for Detroit, Michigan","200","1","696","332","696","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_blog.csv"
"https://michgc.com/c-bond-systems-glass-solution/","C-Bond Systems Glass Solution by Michigan Glass Coatings","200","1","668","332","668","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_c_bond_systems_glass_solution.csv"
"https://michgc.com/commercial/","Commercial Window Tinting Michigan | Michigan Glass Coatings","200","1","680","332","680","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_commercial.csv"
"https://michgc.com/contact-us-old/","Contact Michigan Glass Coatings in Detroit, Michigan","200","1","337","332","337","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_contact_us_old.csv"
"https://michgc.com/contact-us/","Contact Michigan Glass Coatings in Detroit, Michigan","200","1","726","332","726","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_contact_us.csv"
"https://michgc.com/frequently-asked-questions/","Window Tinting Frequently Asked Questions - Detroit, Michigan","200","1","337","332","337","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_frequently_asked_questions.csv"
"https://michgc.com/html-sitemap/","Index of /html-sitemap","200","1","333","332","333","332","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\michgc.com-sitewide\inlinks\michgc_com_html_sitemap.csv"
