source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://mgtfilms.com/blog/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Bird Deterrent Window Film for Chicago Corporate Campuses: Reducing Strikes on Reflective Glass","","false","2"
"https://mgtfilms.com/blog/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","","Feather Friendly Bird Deterrent Technology by MGT FILMS","false","2"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Schedule a Bird Deterrent Window Film Assessment in Chicago","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Request a Site Assessment","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","How long does bird deterrent film last on Chicago exterior glass?","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Can existing solar control film be combined with bird-safe markings?","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Is bird deterrent film required for any Chicago commercial properties?","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Does feather-friendly film affect the view from inside the building?","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Frequently Asked Questions","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Installation Planning for Occupied Campuses","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Best Candidate Properties in the Chicago Market","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","LEED, Lights Out Chicago & Compliance Drivers","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Exterior vs. Interior Application","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Visual Markers Birds Actually See","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","How Bird Deterrent (Feather-Friendly) Film Works","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Why Chicago Has One of the Highest Bird-Strike Rates in the U.S.","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Toggle","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Services","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","About","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Services","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","About","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Services","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","About","","false","3"
"https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Skip to content","","false","3"
"https://mgtfilms.com/blog/category/feather-friendly/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","","Feather Friendly Bird Deterrent Technology by MGT FILMS","false","2"
"https://mgtfilms.com/blog/category/feather-friendly/","https://mgtfilms.com/blog/bird-deterrent-window-film-chicago/","Bird Deterrent Window Film for Chicago Corporate Campuses: Reducing Strikes on Reflective Glass","","false","2"
