source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://mgtfilms.com/blog/anti-graffiti-window-film-springfield-il/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Anti-Graffiti Window Film","","false","2"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Services","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","About","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Services","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","About","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Industries We Serve","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Services","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","About","","false","3"
"https://mgtfilms.com/blog/category/anti-graffiti-window-film/","https://mgtfilms.com/blog/category/anti-graffiti-window-film/","Skip to content","","false","3"
